"referencing_table","referencing_column","referenced_table","referenced_column"
TDNBuildingAdditionalItem,TDNBuildingID,TDNBuildingBeam,TDNBuildingID
TDNBuilding,TDNBuildingId,TDNBuildingBeam,TDNBuildingID
TDNBuildingFloor,TDNBuildingId,TDNBuildingBeam,TDNBuildingID
TDNBuildingColumn,TDNBuildingId,TDNBuildingBeam,TDNBuildingID
TDNBuildingFoundation,TDNBuildingID,TDNBuildingBeam,TDNBuildingID
TDNBuildingFlooring,TDNBuildingId,TDNBuildingBeam,TDNBuildingID
CoOwners,TDNID,View_FAASImprovement,TDNId
View_TDNCoOwners,TDNID,View_FAASImprovement,TDNId
TDNPreviousARP,TDNID,View_FAASImprovement,TDNId
TDNMachine,TDNID,View_FAASImprovement,TDNId
TDNPreviousPIN,TDNID,View_FAASImprovement,TDNId
view_TDNSearchLookUpCityBased,TDNID,View_FAASImprovement,TDNId
view_TDNSearchLookUpProvinceBased,TDNID,View_FAASImprovement,TDNId
view_TDNTaxDecProvince,TDNID,View_FAASImprovement,TDNId
view_TaxDecDetail,TDNID,View_FAASImprovement,TDNId
CertifiedTrueCopyTable,TDNID,View_FAASImprovement,TDNId
view_TDNTaxDecCity,TDNID,View_FAASImprovement,TDNId
TDN_Attachment,TDNID,View_FAASImprovement,TDNId
View_FAASBuilding,TDNId,View_FAASImprovement,TDNId
TDNDetail,TDNId,View_FAASImprovement,TDNId
TDN_Images,TDNID,View_FAASImprovement,TDNId
TDNBaseValueAdjustment,TDNId,View_FAASImprovement,TDNId
View_TDNLandBackTax,TDNID,View_FAASImprovement,TDNId
TDNLand,TDNID,View_FAASImprovement,TDNId
TDNBackTax,TDNID,View_FAASImprovement,TDNId
TDNBuilding,TDNID,View_FAASImprovement,TDNId
View_PrintTaxDecProvince,TDNID,View_FAASImprovement,TDNId
tempMachdb,TDNID,View_FAASImprovement,TDNId
TDNFAASSketch,TDNID,View_FAASImprovement,TDNId
ImageCache,TDNID,View_FAASImprovement,TDNId
TDNHistory,TDNID,View_FAASImprovement,TDNId
View_TDNLandDetail,TDNID,View_FAASImprovement,TDNId
View_TDNLandAppraisal,TDNID,View_FAASImprovement,TDNId
view_MachineApraisal,TDNID,View_FAASImprovement,TDNId
View_TDNDetail,TDNId,View_FAASImprovement,TDNId
View_TDNBuildingDetail,TDNID,View_FAASImprovement,TDNId
View_PrintTaxDecCity,TDNID,View_FAASImprovement,TDNId
TOStempQuarterlyRPTC,TDNID,View_FAASImprovement,TDNId
View_DemolishedProp,TDNID,View_FAASImprovement,TDNId
TDN,TDNID,View_FAASImprovement,TDNId
stagtbl,TDNID,View_FAASImprovement,TDNId
view_TDNLandImprovements,TDNID,View_FAASImprovement,TDNId
tempTDN,TDNID,View_FAASImprovement,TDNId
TDNBuildingRoofing,TDNBuildingId,TDNBuildingTrussFraming,TDNBuildingId
TDNBuildingSucceedingFloor,TDNBuildingID,TDNBuildingTrussFraming,TDNBuildingId
TDNBuildingDetail,TDNBuildingId,TDNBuildingTrussFraming,TDNBuildingId
View_TDNBuildingDetail,TDNBuildingId,TDNBuildingTrussFraming,TDNBuildingId
TDNBuildingWallsPartitions,TDNBuildingID,TDNBuildingTrussFraming,TDNBuildingId
TDNBuildingElectrical,TDNBuildingId,TDNBuildingTrussFraming,TDNBuildingId
TDNBuildingStairs,TDNBuildingId,TDNBuildingTrussFraming,TDNBuildingId
View_FAASBuilding,TDNBuildingId,TDNBuildingTrussFraming,TDNBuildingId
TDNBuildingWallFinish,TDNBuildingId,TDNBuildingTrussFraming,TDNBuildingId
TDNBuildingToiletBath,TDNBuildingId,TDNBuildingTrussFraming,TDNBuildingId
TDNBuildingPlumbingSewer,TDNBuildingId,TDNBuildingTrussFraming,TDNBuildingId
TDNBuildingFixtures,TDNBuildingId,TDNBuildingTrussFraming,TDNBuildingId
TDNBuildingBeam,TDNBuildingID,TDNBuildingTrussFraming,TDNBuildingId
TDNBuildingExteriorWalls,TDNBuildingId,TDNBuildingTrussFraming,TDNBuildingId
TDNBuildingDoor,TDNBuildingId,TDNBuildingTrussFraming,TDNBuildingId
TDNBuildingCeiling,TDNBuildingID,TDNBuildingTrussFraming,TDNBuildingId
TDNBuildingWindow,TDNBuildingId,TDNBuildingTrussFraming,TDNBuildingId
TDNBuildingAdditionalItem,TDNBuildingID,TDNBuildingTrussFraming,TDNBuildingId
TDNBuilding,TDNBuildingId,TDNBuildingTrussFraming,TDNBuildingId
TDNBuildingFloor,TDNBuildingId,TDNBuildingTrussFraming,TDNBuildingId
TDNBuildingColumn,TDNBuildingId,TDNBuildingTrussFraming,TDNBuildingId
TDNBuildingFoundation,TDNBuildingID,TDNBuildingTrussFraming,TDNBuildingId
TDNBuildingFlooring,TDNBuildingId,TDNBuildingTrussFraming,TDNBuildingId
TDNBuildingRoofing,TDNBuildingId,TDNBuildingExteriorWalls,TDNBuildingId
TDNBuildingSucceedingFloor,TDNBuildingID,TDNBuildingExteriorWalls,TDNBuildingId
TDNBuildingDetail,TDNBuildingId,TDNBuildingExteriorWalls,TDNBuildingId
View_TDNBuildingDetail,TDNBuildingId,TDNBuildingExteriorWalls,TDNBuildingId
TDNBuildingWallsPartitions,TDNBuildingID,TDNBuildingExteriorWalls,TDNBuildingId
TDNBuildingElectrical,TDNBuildingId,TDNBuildingExteriorWalls,TDNBuildingId
TDNBuildingStairs,TDNBuildingId,TDNBuildingExteriorWalls,TDNBuildingId
View_FAASBuilding,TDNBuildingId,TDNBuildingExteriorWalls,TDNBuildingId
TDNBuildingWallFinish,TDNBuildingId,TDNBuildingExteriorWalls,TDNBuildingId
TDNBuildingToiletBath,TDNBuildingId,TDNBuildingExteriorWalls,TDNBuildingId
TDNBuildingPlumbingSewer,TDNBuildingId,TDNBuildingExteriorWalls,TDNBuildingId
TDNBuildingFixtures,TDNBuildingId,TDNBuildingExteriorWalls,TDNBuildingId
TDNBuildingBeam,TDNBuildingID,TDNBuildingExteriorWalls,TDNBuildingId
TDNBuildingTrussFraming,TDNBuildingId,TDNBuildingExteriorWalls,TDNBuildingId
TDNBuildingDoor,TDNBuildingId,TDNBuildingExteriorWalls,TDNBuildingId
TDNBuildingCeiling,TDNBuildingID,TDNBuildingExteriorWalls,TDNBuildingId
TDNBuildingWindow,TDNBuildingId,TDNBuildingExteriorWalls,TDNBuildingId
TDNBuildingAdditionalItem,TDNBuildingID,TDNBuildingExteriorWalls,TDNBuildingId
TDNBuilding,TDNBuildingId,TDNBuildingExteriorWalls,TDNBuildingId
TDNBuildingFloor,TDNBuildingId,TDNBuildingExteriorWalls,TDNBuildingId
TDNBuildingColumn,TDNBuildingId,TDNBuildingExteriorWalls,TDNBuildingId
TDNBuildingFoundation,TDNBuildingID,TDNBuildingExteriorWalls,TDNBuildingId
TDNBuildingFlooring,TDNBuildingId,TDNBuildingExteriorWalls,TDNBuildingId
TDNBuildingRoofing,TDNBuildingId,TDNBuildingDoor,TDNBuildingId
TDNBuildingSucceedingFloor,TDNBuildingID,TDNBuildingDoor,TDNBuildingId
TDNBuildingDetail,TDNBuildingId,TDNBuildingDoor,TDNBuildingId
View_TDNBuildingDetail,TDNBuildingId,TDNBuildingDoor,TDNBuildingId
TDNBuildingWallsPartitions,TDNBuildingID,TDNBuildingDoor,TDNBuildingId
TDNBuildingElectrical,TDNBuildingId,TDNBuildingDoor,TDNBuildingId
TDNBuildingStairs,TDNBuildingId,TDNBuildingDoor,TDNBuildingId
View_FAASBuilding,TDNBuildingId,TDNBuildingDoor,TDNBuildingId
TDNBuildingWallFinish,TDNBuildingId,TDNBuildingDoor,TDNBuildingId
TDNBuildingToiletBath,TDNBuildingId,TDNBuildingDoor,TDNBuildingId
TDNBuildingPlumbingSewer,TDNBuildingId,TDNBuildingDoor,TDNBuildingId
TDNBuildingFixtures,TDNBuildingId,TDNBuildingDoor,TDNBuildingId
TDNBuildingBeam,TDNBuildingID,TDNBuildingDoor,TDNBuildingId
TDNBuildingTrussFraming,TDNBuildingId,TDNBuildingDoor,TDNBuildingId
TDNBuildingExteriorWalls,TDNBuildingId,TDNBuildingDoor,TDNBuildingId
TDNBuildingCeiling,TDNBuildingID,TDNBuildingDoor,TDNBuildingId
TDNBuildingWindow,TDNBuildingId,TDNBuildingDoor,TDNBuildingId
TDNBuildingAdditionalItem,TDNBuildingID,TDNBuildingDoor,TDNBuildingId
TDNBuilding,TDNBuildingId,TDNBuildingDoor,TDNBuildingId
TDNBuildingFloor,TDNBuildingId,TDNBuildingDoor,TDNBuildingId
TDNBuildingColumn,TDNBuildingId,TDNBuildingDoor,TDNBuildingId
TDNBuildingFoundation,TDNBuildingID,TDNBuildingDoor,TDNBuildingId
TDNBuildingFlooring,TDNBuildingId,TDNBuildingDoor,TDNBuildingId
View_TDNLandBackTax,Adjustmentid,ALandAdjustment,Adjustmentid
TDNBackTax,AdjustmentId,ALandAdjustment,Adjustmentid
TDNMachineDetail,ClassificationId,ALandAdjustment,ClassificationID
TDN,ClassificationId,ALandAdjustment,ClassificationID
temp_PStreetAssessment,ClassificationID,ALandAdjustment,ClassificationID
PStreetAssessment,ClassificationID,ALandAdjustment,ClassificationID
AMachineAssessmentLevel,ClassificationId,ALandAdjustment,ClassificationID
TDNLandDetail,ClassificationID,ALandAdjustment,ClassificationID
TDNBackTax,Classificationid,ALandAdjustment,ClassificationID
AActualUse,ClassificationID,ALandAdjustment,ClassificationID
View_PrintTaxDecCity,ClassificationId,ALandAdjustment,ClassificationID
ASubClassification,ClassificationId,ALandAdjustment,ClassificationID
PStreetOld,ClassificationID,ALandAdjustment,ClassificationID
tempTDN,ClassificationId,ALandAdjustment,ClassificationID
View_StreetAssessment,ClassificationId,ALandAdjustment,ClassificationID
View_TDNLandAppraisal,ClassificationId,ALandAdjustment,ClassificationID
view_MachineApraisal,ClassificationId,ALandAdjustment,ClassificationID
TDNMachineDetail,ActualUseid,ALandAdjustment,ActualUseID
TDNBuildingSucceedingFloor,ActualUseId,ALandAdjustment,ActualUseID
TDN,ActualUseId,ALandAdjustment,ActualUseID
TDNHistory,ActualUseID,ALandAdjustment,ActualUseID
TDNLandDetail,ActualUseId,ALandAdjustment,ActualUseID
TDNBackTax,ActualUseId,ALandAdjustment,ActualUseID
View_PrintTaxDecCity,ActualUseId,ALandAdjustment,ActualUseID
ASubClassification,ActualUseId,ALandAdjustment,ActualUseID
ABuildingAssessmentLevel,Actualuseid,ALandAdjustment,ActualUseID
ABuildingDepreciation,ActualUseID,ALandAdjustment,ActualUseID
tempTDN,ActualUseId,ALandAdjustment,ActualUseID
view_MachineApraisal,ActualUseId,ALandAdjustment,ActualUseID
TDNBuildingRoofing,TDNBuildingId,TDNBuildingCeiling,TDNBuildingID
TDNBuildingSucceedingFloor,TDNBuildingID,TDNBuildingCeiling,TDNBuildingID
TDNBuildingDetail,TDNBuildingId,TDNBuildingCeiling,TDNBuildingID
View_TDNBuildingDetail,TDNBuildingId,TDNBuildingCeiling,TDNBuildingID
TDNBuildingWallsPartitions,TDNBuildingID,TDNBuildingCeiling,TDNBuildingID
TDNBuildingElectrical,TDNBuildingId,TDNBuildingCeiling,TDNBuildingID
TDNBuildingStairs,TDNBuildingId,TDNBuildingCeiling,TDNBuildingID
View_FAASBuilding,TDNBuildingId,TDNBuildingCeiling,TDNBuildingID
TDNBuildingWallFinish,TDNBuildingId,TDNBuildingCeiling,TDNBuildingID
TDNBuildingToiletBath,TDNBuildingId,TDNBuildingCeiling,TDNBuildingID
TDNBuildingPlumbingSewer,TDNBuildingId,TDNBuildingCeiling,TDNBuildingID
TDNBuildingFixtures,TDNBuildingId,TDNBuildingCeiling,TDNBuildingID
TDNBuildingBeam,TDNBuildingID,TDNBuildingCeiling,TDNBuildingID
TDNBuildingTrussFraming,TDNBuildingId,TDNBuildingCeiling,TDNBuildingID
TDNBuildingExteriorWalls,TDNBuildingId,TDNBuildingCeiling,TDNBuildingID
TDNBuildingDoor,TDNBuildingId,TDNBuildingCeiling,TDNBuildingID
TDNBuildingWindow,TDNBuildingId,TDNBuildingCeiling,TDNBuildingID
TDNBuildingAdditionalItem,TDNBuildingID,TDNBuildingCeiling,TDNBuildingID
TDNBuilding,TDNBuildingId,TDNBuildingCeiling,TDNBuildingID
TDNBuildingFloor,TDNBuildingId,TDNBuildingCeiling,TDNBuildingID
TDNBuildingColumn,TDNBuildingId,TDNBuildingCeiling,TDNBuildingID
TDNBuildingFoundation,TDNBuildingID,TDNBuildingCeiling,TDNBuildingID
TDNBuildingFlooring,TDNBuildingId,TDNBuildingCeiling,TDNBuildingID
TDNLookUp,TDNID,view_FAASLand,TDNId
View_FAASMachinery,TDNId,view_FAASLand,TDNId
View_MachienryFAAS,TDNId,view_FAASLand,TDNId
View_FAAS,TDNId,view_FAASLand,TDNId
view_FAASLandDetail,TDNId,view_FAASLand,TDNId
AOwnerOther,TDNId,view_FAASLand,TDNId
TDNSubdivisionTempTable,TDNID,view_FAASLand,TDNId
TDNTEMP,TDNID,view_FAASLand,TDNId
TDNBuildingRoofing,TDNBuildingId,TDNBuildingWindow,TDNBuildingId
TDNBuildingSucceedingFloor,TDNBuildingID,TDNBuildingWindow,TDNBuildingId
TDNBuildingDetail,TDNBuildingId,TDNBuildingWindow,TDNBuildingId
View_TDNBuildingDetail,TDNBuildingId,TDNBuildingWindow,TDNBuildingId
TDNBuildingWallsPartitions,TDNBuildingID,TDNBuildingWindow,TDNBuildingId
TDNBuildingElectrical,TDNBuildingId,TDNBuildingWindow,TDNBuildingId
TDNBuildingStairs,TDNBuildingId,TDNBuildingWindow,TDNBuildingId
View_FAASBuilding,TDNBuildingId,TDNBuildingWindow,TDNBuildingId
TDNBuildingWallFinish,TDNBuildingId,TDNBuildingWindow,TDNBuildingId
TDNBuildingToiletBath,TDNBuildingId,TDNBuildingWindow,TDNBuildingId
TDNBuildingPlumbingSewer,TDNBuildingId,TDNBuildingWindow,TDNBuildingId
TDNBuildingFixtures,TDNBuildingId,TDNBuildingWindow,TDNBuildingId
TDNBuildingBeam,TDNBuildingID,TDNBuildingWindow,TDNBuildingId
TDNBuildingTrussFraming,TDNBuildingId,TDNBuildingWindow,TDNBuildingId
TDNBuildingExteriorWalls,TDNBuildingId,TDNBuildingWindow,TDNBuildingId
TDNBuildingDoor,TDNBuildingId,TDNBuildingWindow,TDNBuildingId
TDNBuildingCeiling,TDNBuildingID,TDNBuildingWindow,TDNBuildingId
TDNBuildingAdditionalItem,TDNBuildingID,TDNBuildingWindow,TDNBuildingId
TDNBuilding,TDNBuildingId,TDNBuildingWindow,TDNBuildingId
TDNBuildingFloor,TDNBuildingId,TDNBuildingWindow,TDNBuildingId
TDNBuildingColumn,TDNBuildingId,TDNBuildingWindow,TDNBuildingId
TDNBuildingFoundation,TDNBuildingID,TDNBuildingWindow,TDNBuildingId
TDNBuildingFlooring,TDNBuildingId,TDNBuildingWindow,TDNBuildingId
aBarangay,MunicipalityId,aMunicipality,MunicipalityId
SMClientServerConfiguration,MunicipalityID,aMunicipality,MunicipalityId
ALGUListing,LGUId,aMunicipality,LGUId
View_PrintTaxDecCity,LGUId,aMunicipality,LGUId
view_TDNSearchLookUpCityBased,LGUId,aMunicipality,LGUId
view_TDNSearchLookUpProvinceBased,LGUId,aMunicipality,LGUId
aBarangay,LGUId,aMunicipality,LGUId
CoOwners,TDNID,TDNBaseValueAdjustment,TDNId
View_TDNCoOwners,TDNID,TDNBaseValueAdjustment,TDNId
TDNPreviousARP,TDNID,TDNBaseValueAdjustment,TDNId
TDNMachine,TDNID,TDNBaseValueAdjustment,TDNId
TDNPreviousPIN,TDNID,TDNBaseValueAdjustment,TDNId
view_TDNSearchLookUpCityBased,TDNID,TDNBaseValueAdjustment,TDNId
view_TDNSearchLookUpProvinceBased,TDNID,TDNBaseValueAdjustment,TDNId
view_TDNTaxDecProvince,TDNID,TDNBaseValueAdjustment,TDNId
view_TaxDecDetail,TDNID,TDNBaseValueAdjustment,TDNId
CertifiedTrueCopyTable,TDNID,TDNBaseValueAdjustment,TDNId
view_TDNTaxDecCity,TDNID,TDNBaseValueAdjustment,TDNId
TDN_Attachment,TDNID,TDNBaseValueAdjustment,TDNId
View_FAASBuilding,TDNId,TDNBaseValueAdjustment,TDNId
TDNDetail,TDNId,TDNBaseValueAdjustment,TDNId
TDN_Images,TDNID,TDNBaseValueAdjustment,TDNId
View_FAASImprovement,TDNId,TDNBaseValueAdjustment,TDNId
View_TDNLandBackTax,TDNID,TDNBaseValueAdjustment,TDNId
TDNLand,TDNID,TDNBaseValueAdjustment,TDNId
TDNBackTax,TDNID,TDNBaseValueAdjustment,TDNId
TDNBuilding,TDNID,TDNBaseValueAdjustment,TDNId
View_PrintTaxDecProvince,TDNID,TDNBaseValueAdjustment,TDNId
tempMachdb,TDNID,TDNBaseValueAdjustment,TDNId
TDNFAASSketch,TDNID,TDNBaseValueAdjustment,TDNId
ImageCache,TDNID,TDNBaseValueAdjustment,TDNId
TDNHistory,TDNID,TDNBaseValueAdjustment,TDNId
View_TDNLandDetail,TDNID,TDNBaseValueAdjustment,TDNId
View_TDNLandAppraisal,TDNID,TDNBaseValueAdjustment,TDNId
view_MachineApraisal,TDNID,TDNBaseValueAdjustment,TDNId
View_TDNDetail,TDNId,TDNBaseValueAdjustment,TDNId
View_TDNBuildingDetail,TDNID,TDNBaseValueAdjustment,TDNId
View_PrintTaxDecCity,TDNID,TDNBaseValueAdjustment,TDNId
TOStempQuarterlyRPTC,TDNID,TDNBaseValueAdjustment,TDNId
View_DemolishedProp,TDNID,TDNBaseValueAdjustment,TDNId
TDN,TDNID,TDNBaseValueAdjustment,TDNId
stagtbl,TDNID,TDNBaseValueAdjustment,TDNId
view_TDNLandImprovements,TDNID,TDNBaseValueAdjustment,TDNId
tempTDN,TDNID,TDNBaseValueAdjustment,TDNId
CoOwners,TDNID,TDN_Attachment,TDNID
View_TDNCoOwners,TDNID,TDN_Attachment,TDNID
TDNPreviousARP,TDNID,TDN_Attachment,TDNID
TDNMachine,TDNID,TDN_Attachment,TDNID
TDNPreviousPIN,TDNID,TDN_Attachment,TDNID
view_TDNSearchLookUpCityBased,TDNID,TDN_Attachment,TDNID
view_TDNSearchLookUpProvinceBased,TDNID,TDN_Attachment,TDNID
view_TDNTaxDecProvince,TDNID,TDN_Attachment,TDNID
view_TaxDecDetail,TDNID,TDN_Attachment,TDNID
CertifiedTrueCopyTable,TDNID,TDN_Attachment,TDNID
view_TDNTaxDecCity,TDNID,TDN_Attachment,TDNID
View_FAASBuilding,TDNId,TDN_Attachment,TDNID
TDNDetail,TDNId,TDN_Attachment,TDNID
TDN_Images,TDNID,TDN_Attachment,TDNID
View_FAASImprovement,TDNId,TDN_Attachment,TDNID
TDNBaseValueAdjustment,TDNId,TDN_Attachment,TDNID
View_TDNLandBackTax,TDNID,TDN_Attachment,TDNID
TDNLand,TDNID,TDN_Attachment,TDNID
TDNBackTax,TDNID,TDN_Attachment,TDNID
TDNBuilding,TDNID,TDN_Attachment,TDNID
View_PrintTaxDecProvince,TDNID,TDN_Attachment,TDNID
tempMachdb,TDNID,TDN_Attachment,TDNID
TDNFAASSketch,TDNID,TDN_Attachment,TDNID
ImageCache,TDNID,TDN_Attachment,TDNID
TDNHistory,TDNID,TDN_Attachment,TDNID
View_TDNLandDetail,TDNID,TDN_Attachment,TDNID
View_TDNLandAppraisal,TDNID,TDN_Attachment,TDNID
view_MachineApraisal,TDNID,TDN_Attachment,TDNID
View_TDNDetail,TDNId,TDN_Attachment,TDNID
View_TDNBuildingDetail,TDNID,TDN_Attachment,TDNID
View_PrintTaxDecCity,TDNID,TDN_Attachment,TDNID
TOStempQuarterlyRPTC,TDNID,TDN_Attachment,TDNID
View_DemolishedProp,TDNID,TDN_Attachment,TDNID
TDN,TDNID,TDN_Attachment,TDNID
stagtbl,TDNID,TDN_Attachment,TDNID
view_TDNLandImprovements,TDNID,TDN_Attachment,TDNID
tempTDN,TDNID,TDN_Attachment,TDNID
TDNFAASSketch,ImageID,TDN_Attachment,ImageID
TDN_Images,ImageID,TDN_Attachment,ImageID
TDNBuildingRoofing,TDNBuildingId,TDNBuildingStairs,TDNBuildingId
TDNBuildingSucceedingFloor,TDNBuildingID,TDNBuildingStairs,TDNBuildingId
TDNBuildingDetail,TDNBuildingId,TDNBuildingStairs,TDNBuildingId
View_TDNBuildingDetail,TDNBuildingId,TDNBuildingStairs,TDNBuildingId
TDNBuildingWallsPartitions,TDNBuildingID,TDNBuildingStairs,TDNBuildingId
TDNBuildingElectrical,TDNBuildingId,TDNBuildingStairs,TDNBuildingId
View_FAASBuilding,TDNBuildingId,TDNBuildingStairs,TDNBuildingId
TDNBuildingWallFinish,TDNBuildingId,TDNBuildingStairs,TDNBuildingId
TDNBuildingToiletBath,TDNBuildingId,TDNBuildingStairs,TDNBuildingId
TDNBuildingPlumbingSewer,TDNBuildingId,TDNBuildingStairs,TDNBuildingId
TDNBuildingFixtures,TDNBuildingId,TDNBuildingStairs,TDNBuildingId
TDNBuildingBeam,TDNBuildingID,TDNBuildingStairs,TDNBuildingId
TDNBuildingTrussFraming,TDNBuildingId,TDNBuildingStairs,TDNBuildingId
TDNBuildingExteriorWalls,TDNBuildingId,TDNBuildingStairs,TDNBuildingId
TDNBuildingDoor,TDNBuildingId,TDNBuildingStairs,TDNBuildingId
TDNBuildingCeiling,TDNBuildingID,TDNBuildingStairs,TDNBuildingId
TDNBuildingWindow,TDNBuildingId,TDNBuildingStairs,TDNBuildingId
TDNBuildingAdditionalItem,TDNBuildingID,TDNBuildingStairs,TDNBuildingId
TDNBuilding,TDNBuildingId,TDNBuildingStairs,TDNBuildingId
TDNBuildingFloor,TDNBuildingId,TDNBuildingStairs,TDNBuildingId
TDNBuildingColumn,TDNBuildingId,TDNBuildingStairs,TDNBuildingId
TDNBuildingFoundation,TDNBuildingID,TDNBuildingStairs,TDNBuildingId
TDNBuildingFlooring,TDNBuildingId,TDNBuildingStairs,TDNBuildingId
CoOwners,TDNID,View_FAASBuilding,TDNId
View_TDNCoOwners,TDNID,View_FAASBuilding,TDNId
TDNPreviousARP,TDNID,View_FAASBuilding,TDNId
TDNMachine,TDNID,View_FAASBuilding,TDNId
TDNPreviousPIN,TDNID,View_FAASBuilding,TDNId
view_TDNSearchLookUpCityBased,TDNID,View_FAASBuilding,TDNId
view_TDNSearchLookUpProvinceBased,TDNID,View_FAASBuilding,TDNId
view_TDNTaxDecProvince,TDNID,View_FAASBuilding,TDNId
view_TaxDecDetail,TDNID,View_FAASBuilding,TDNId
CertifiedTrueCopyTable,TDNID,View_FAASBuilding,TDNId
view_TDNTaxDecCity,TDNID,View_FAASBuilding,TDNId
TDN_Attachment,TDNID,View_FAASBuilding,TDNId
TDNDetail,TDNId,View_FAASBuilding,TDNId
TDN_Images,TDNID,View_FAASBuilding,TDNId
View_FAASImprovement,TDNId,View_FAASBuilding,TDNId
TDNBaseValueAdjustment,TDNId,View_FAASBuilding,TDNId
View_TDNLandBackTax,TDNID,View_FAASBuilding,TDNId
TDNLand,TDNID,View_FAASBuilding,TDNId
TDNBackTax,TDNID,View_FAASBuilding,TDNId
TDNBuilding,TDNID,View_FAASBuilding,TDNId
View_PrintTaxDecProvince,TDNID,View_FAASBuilding,TDNId
tempMachdb,TDNID,View_FAASBuilding,TDNId
TDNFAASSketch,TDNID,View_FAASBuilding,TDNId
ImageCache,TDNID,View_FAASBuilding,TDNId
TDNHistory,TDNID,View_FAASBuilding,TDNId
View_TDNLandDetail,TDNID,View_FAASBuilding,TDNId
View_TDNLandAppraisal,TDNID,View_FAASBuilding,TDNId
view_MachineApraisal,TDNID,View_FAASBuilding,TDNId
View_TDNDetail,TDNId,View_FAASBuilding,TDNId
View_TDNBuildingDetail,TDNID,View_FAASBuilding,TDNId
View_PrintTaxDecCity,TDNID,View_FAASBuilding,TDNId
TOStempQuarterlyRPTC,TDNID,View_FAASBuilding,TDNId
View_DemolishedProp,TDNID,View_FAASBuilding,TDNId
TDN,TDNID,View_FAASBuilding,TDNId
stagtbl,TDNID,View_FAASBuilding,TDNId
view_TDNLandImprovements,TDNID,View_FAASBuilding,TDNId
tempTDN,TDNID,View_FAASBuilding,TDNId
TDNBuildingRoofing,TDNBuildingId,View_FAASBuilding,TDNBuildingId
TDNBuildingSucceedingFloor,TDNBuildingID,View_FAASBuilding,TDNBuildingId
TDNBuildingDetail,TDNBuildingId,View_FAASBuilding,TDNBuildingId
View_TDNBuildingDetail,TDNBuildingId,View_FAASBuilding,TDNBuildingId
TDNBuildingWallsPartitions,TDNBuildingID,View_FAASBuilding,TDNBuildingId
TDNBuildingElectrical,TDNBuildingId,View_FAASBuilding,TDNBuildingId
TDNBuildingStairs,TDNBuildingId,View_FAASBuilding,TDNBuildingId
TDNBuildingWallFinish,TDNBuildingId,View_FAASBuilding,TDNBuildingId
TDNBuildingToiletBath,TDNBuildingId,View_FAASBuilding,TDNBuildingId
TDNBuildingPlumbingSewer,TDNBuildingId,View_FAASBuilding,TDNBuildingId
TDNBuildingFixtures,TDNBuildingId,View_FAASBuilding,TDNBuildingId
TDNBuildingBeam,TDNBuildingID,View_FAASBuilding,TDNBuildingId
TDNBuildingTrussFraming,TDNBuildingId,View_FAASBuilding,TDNBuildingId
TDNBuildingExteriorWalls,TDNBuildingId,View_FAASBuilding,TDNBuildingId
TDNBuildingDoor,TDNBuildingId,View_FAASBuilding,TDNBuildingId
TDNBuildingCeiling,TDNBuildingID,View_FAASBuilding,TDNBuildingId
TDNBuildingWindow,TDNBuildingId,View_FAASBuilding,TDNBuildingId
TDNBuildingAdditionalItem,TDNBuildingID,View_FAASBuilding,TDNBuildingId
TDNBuilding,TDNBuildingId,View_FAASBuilding,TDNBuildingId
TDNBuildingFloor,TDNBuildingId,View_FAASBuilding,TDNBuildingId
TDNBuildingColumn,TDNBuildingId,View_FAASBuilding,TDNBuildingId
TDNBuildingFoundation,TDNBuildingID,View_FAASBuilding,TDNBuildingId
TDNBuildingFlooring,TDNBuildingId,View_FAASBuilding,TDNBuildingId
View_TDNBuildingDetail,DepreciationActualUseID,View_FAASBuilding,DepreciationActualUseID
TDNBuilding,DepreciationActualUseID,View_FAASBuilding,DepreciationActualUseID
TDNBuildingRoofing,TDNBuildingId,TDNBuildingWallFinish,TDNBuildingId
TDNBuildingSucceedingFloor,TDNBuildingID,TDNBuildingWallFinish,TDNBuildingId
TDNBuildingDetail,TDNBuildingId,TDNBuildingWallFinish,TDNBuildingId
View_TDNBuildingDetail,TDNBuildingId,TDNBuildingWallFinish,TDNBuildingId
TDNBuildingWallsPartitions,TDNBuildingID,TDNBuildingWallFinish,TDNBuildingId
TDNBuildingElectrical,TDNBuildingId,TDNBuildingWallFinish,TDNBuildingId
TDNBuildingStairs,TDNBuildingId,TDNBuildingWallFinish,TDNBuildingId
View_FAASBuilding,TDNBuildingId,TDNBuildingWallFinish,TDNBuildingId
TDNBuildingToiletBath,TDNBuildingId,TDNBuildingWallFinish,TDNBuildingId
TDNBuildingPlumbingSewer,TDNBuildingId,TDNBuildingWallFinish,TDNBuildingId
TDNBuildingFixtures,TDNBuildingId,TDNBuildingWallFinish,TDNBuildingId
TDNBuildingBeam,TDNBuildingID,TDNBuildingWallFinish,TDNBuildingId
TDNBuildingTrussFraming,TDNBuildingId,TDNBuildingWallFinish,TDNBuildingId
TDNBuildingExteriorWalls,TDNBuildingId,TDNBuildingWallFinish,TDNBuildingId
TDNBuildingDoor,TDNBuildingId,TDNBuildingWallFinish,TDNBuildingId
TDNBuildingCeiling,TDNBuildingID,TDNBuildingWallFinish,TDNBuildingId
TDNBuildingWindow,TDNBuildingId,TDNBuildingWallFinish,TDNBuildingId
TDNBuildingAdditionalItem,TDNBuildingID,TDNBuildingWallFinish,TDNBuildingId
